"sub","id","trial","high","phigh","low","medium","risky.choice"
19,3,44,-6.3,0.3,-15.2,-12.2,1
19,11,45,-1.2,0.02,-12.3,-12.1,1
19,54,46,16.5,0.01,6.9,7,1
19,42,47,17.9,0.92,7.2,17.1,0
19,31,48,6.7,0.95,-1.8,6.4,0
19,33,49,7.3,0.96,-8.5,6.8,0
19,50,50,5.8,0.04,2.7,2.8,1
19,10,51,-1.5,0.92,-6.4,-1.8,0
19,2,52,-0.9,0.95,-4.2,-1,0
19,20,53,-4.3,0.6,-16.1,-4.5,0
19,56,54,26.5,0.94,8.3,25.2,0
19,13,55,-2,0.05,-10.4,-9.4,0
19,19,56,-6.5,0.9,-17.5,-8.4,0
19,48,57,18.2,0.98,6.9,18.1,0
19,30,58,3,0.91,-7.7,1.4,0
19,15,59,-8.9,0.08,-26.3,-25.4,1
19,17,60,-9.7,0.1,-24.7,-23.8,1
20,44,1,10,0.96,1.7,9.9,0
20,1,2,-0.3,0.96,-2.1,-0.3,0
20,4,3,-10,0.2,-29.2,-25.6,1
20,43,4,22.9,0.06,9.6,9.2,0
20,28,5,5.9,0.8,-0.8,4.6,0
20,39,6,7.4,0.3,-8.2,-6.9,1
20,52,7,3.5,0.09,0.1,0.5,1
20,25,8,7.4,0.02,-6.6,-6.4,1
20,51,9,13.1,0.94,3.8,12.8,0
20,36,10,5,0.08,-9.1,-7.9,0
20,40,11,6,0.98,-1.3,5.9,0
20,22,12,9.6,0.91,-6.4,8.7,0
20,32,13,6.7,0.93,-5,5.6,1
20,14,14,-8.8,0.6,-19.5,-15.5,1
20,34,15,1.3,0.05,-4.3,-4.1,1
20,45,16,2.8,0.8,1,2.2,1
20,33,17,7.3,0.96,-8.5,6.8,0
20,46,18,17.1,0.1,6.9,8,1
20,38,19,6.7,0.07,-6.2,-5.1,1
20,24,20,9.2,0.05,-9.5,-7.5,1
20,30,21,3,0.91,-7.7,1.4,1
20,47,22,24.3,0.04,9.7,10.6,1
20,48,23,18.2,0.98,6.9,18.1,0
20,49,24,13.4,0.5,3.8,9.9,0
20,31,25,6.7,0.95,-1.8,6.4,0
20,21,26,2,0.1,-5.7,-4.6,1
20,13,27,-2,0.05,-10.4,-9.4,1
20,56,28,26.5,0.94,8.3,25.2,0
20,59,29,10.1,0.3,4.2,6,1
20,27,30,1.6,0.93,-8.3,1.2,0
20,26,31,6.4,0.05,-5.3,-4.9,0
20,23,32,7.3,0.8,-3.6,5.6,0
20,16,33,-7.1,0.07,-19.6,-18.7,1
20,54,34,16.5,0.01,6.9,7,1
20,17,35,-9.7,0.1,-24.7,-23.8,1
20,29,36,7.9,0.92,-2.3,7,0
20,7,37,-5.6,0.7,-20.2,-11.7,0
20,37,38,2.1,0.8,-8.4,1.3,0
20,55,39,11.4,0.97,1.9,11,0
20,5,40,-1.7,0.9,-3.9,-1.9,0
20,2,41,-0.9,0.95,-4.2,-1,0
20,3,42,-6.3,0.3,-15.2,-12.2,1
20,60,43,8,0.92,0.8,7.7,0
20,57,44,11.5,0.6,3.7,7.9,1
20,42,45,17.9,0.92,7.2,17.1,0
20,12,46,-5.4,0.94,-16.8,-6.4,0
20,6,47,-6.3,0.99,-15.7,-6.4,0
20,9,48,-5.7,0.95,-16.3,-6.1,0
20,53,49,25.7,0.1,8.1,11.5,1
20,19,50,-6.5,0.9,-17.5,-8.4,0
20,15,51,-8.9,0.08,-26.3,-25.4,1
20,41,52,18.8,0.8,7.6,15.5,0
20,58,53,20.8,0.99,8.9,20.7,0
20,20,54,-4.3,0.6,-16.1,-4.5,0
20,10,55,-1.5,0.92,-6.4,-1.8,0
20,11,56,-1.2,0.02,-12.3,-12.1,1
20,18,57,-4,0.2,-9.3,-8.1,1
20,8,58,-0.7,0.1,-6.5,-6,1
20,50,59,5.8,0.04,2.7,2.8,1
20,35,60,3,0.93,-7.2,2.2,0
